stream,department,course,job_role,company_level,company_name,location,required_skill
UG,AIDS,Engineering,Software Engineer,Low,Tech Mahindra,Hyderabad,"java,python,git,problem solving"
UG,AIDS,Engineering,Database Administrator,Low,Razorpay,Bangalore,"sql,plsql,performance tuning"
UG,AIDS,Engineering,Full Stack Developer,Low,HCL,Hyderabad,"java,react,sql,api"
UG,AIDS,Engineering,Full Stack Developer,Low,CRED,Mumbai,"java,react,sql,api"
UG,AIDS,Engineering,Database Administrator,Low,HCL,Mumbai,"sql,plsql,performance tuning"
UG,AIDS,Engineering,Backend Developer,Low,IBM,Pune,"java,python,spring,sql,api"
UG,AIDS,Engineering,Data Analyst,Low,Amazon,Chennai,"python,sql,statistics,excel"
UG,AIDS,Engineering,Data Engineer,Low,Ola,Bangalore,"python,sql,etl,cloud"
UG,AIDS,Engineering,Data Analyst,Low,Oracle,Hyderabad,"python,sql,statistics,excel"
UG,AIDS,Engineering,Full Stack Developer,Low,Wipro,Chennai,"java,react,sql,api"
UG,AIDS,Engineering,Backend Developer,Low,Wipro,Chennai,"java,python,spring,sql,api"
UG,AIDS,Engineering,Frontend Developer,Low,Meesho,Mumbai,"html,css,javascript,react"
UG,AIDS,Engineering,Data Analyst,Low,Accenture,Mumbai,"python,sql,statistics,excel"
UG,AIDS,Engineering,Frontend Developer,Low,Wipro,Bangalore,"html,css,javascript,react"
UG,AIDS,Engineering,Data Engineer,Low,Freshworks,Mumbai,"python,sql,etl,cloud"
UG,AIDS,Engineering,Software Engineer,Low,Google,Pune,"java,python,git,problem solving"
UG,AIDS,Engineering,Database Administrator,Low,Infosys,Mumbai,"sql,plsql,performance tuning"
UG,AIDS,Engineering,Data Engineer,Low,Zoho,Mumbai,"python,sql,etl,cloud"
UG,AIDS,Engineering,ML Engineer,Low,Cognizant,Pune,"python,machine learning,deep learning"
UG,AIDS,Engineering,Full Stack Developer,Low,PhonePe,Bangalore,"java,react,sql,api"
UG,AIDS,Engineering,Data Analyst,Low,Infosys,Chennai,"python,sql,statistics,excel"
UG,AIDS,Engineering,Backend Developer,Low,HCL,Hyderabad,"java,python,spring,sql,api"
UG,AIDS,Engineering,Frontend Developer,Low,CRED,Pune,"html,css,javascript,react"
UG,AIDS,Engineering,Software Engineer,Low,Infosys,Chennai,"java,python,git,problem solving"
UG,AIDS,Engineering,Data Analyst,Low,Zomato,Delhi,"python,sql,statistics,excel"
UG,AIDS,Engineering,ML Engineer,Low,Accenture,Delhi,"python,machine learning,deep learning"
UG,AIDS,Engineering,Software Engineer,Low,Zoho,Mumbai,"java,python,git,problem solving"
UG,AIDS,Engineering,Software Engineer,Low,PhonePe,Delhi,"java,python,git,problem solving"
UG,AIDS,Engineering,ML Engineer,Low,CRED,Hyderabad,"python,machine learning,deep learning"
UG,AIDS,Engineering,Database Administrator,Low,Freshworks,Mumbai,"sql,plsql,performance tuning"
UG,AIDS,Engineering,Backend Developer,Low,Google,Delhi,"java,python,spring,sql,api"
UG,AIDS,Engineering,Data Engineer,Low,Oracle,Delhi,"python,sql,etl,cloud"
UG,AIDS,Engineering,Data Analyst,Low,Swiggy,Chennai,"python,sql,statistics,excel"
UG,AIDS,Engineering,Frontend Developer,Low,Zomato,Hyderabad,"html,css,javascript,react"
UG,AIDS,Engineering,Backend Developer,Low,Uber,Delhi,"java,python,spring,sql,api"
UG,AIDS,Engineering,Backend Developer,Low,Zomato,Bangalore,"java,python,spring,sql,api"
UG,AIDS,Engineering,Software Engineer,Low,Flipkart,Hyderabad,"java,python,git,problem solving"
UG,AIDS,Engineering,Frontend Developer,Low,TCS,Pune,"html,css,javascript,react"
UG,AIDS,Engineering,Full Stack Developer,Low,Nykaa,Delhi,"java,react,sql,api"
UG,AIDS,Engineering,Full Stack Developer,Low,HCL,Mumbai,"java,react,sql,api"
UG,AIDS,Engineering,Data Engineer,Low,Swiggy,Chennai,"python,sql,etl,cloud"
UG,AIDS,Engineering,Data Analyst,Low,Accenture,Chennai,"python,sql,statistics,excel"
UG,AIDS,Engineering,Software Engineer,Low,Zoho,Hyderabad,"java,python,git,problem solving"
UG,AIDS,Engineering,Frontend Developer,Low,Uber,Bangalore,"html,css,javascript,react"
UG,AIDS,Engineering,Frontend Developer,Low,Capgemini,Mumbai,"html,css,javascript,react"
UG,AIDS,Engineering,Data Engineer,Low,PhonePe,Delhi,"python,sql,etl,cloud"
UG,AIDS,Engineering,Database Administrator,Low,Ola,Pune,"sql,plsql,performance tuning"
UG,AIDS,Engineering,Software Engineer,Low,Uber,Pune,"java,python,git,problem solving"
UG,AIDS,Engineering,Frontend Developer,Low,PhonePe,Delhi,"html,css,javascript,react"
UG,AIDS,Engineering,Full Stack Developer,Low,Microsoft,Delhi,"java,react,sql,api"
UG,AIDS,Engineering,ML Engineer,Low,PhonePe,Bangalore,"python,machine learning,deep learning"
UG,AIDS,Engineering,Database Administrator,Low,CRED,Delhi,"sql,plsql,performance tuning"
UG,AIDS,Engineering,Data Analyst,Low,Zoho,Mumbai,"python,sql,statistics,excel"
UG,AIDS,Engineering,Data Engineer,Low,Accenture,Bangalore,"python,sql,etl,cloud"
UG,AIDS,Engineering,Data Analyst,Low,Capgemini,Delhi,"python,sql,statistics,excel"
UG,AIDS,Engineering,Data Engineer,Low,Tech Mahindra,Bangalore,"python,sql,etl,cloud"
UG,AIDS,Engineering,ML Engineer,Low,Uber,Bangalore,"python,machine learning,deep learning"
UG,AIDS,Engineering,Backend Developer,Low,Freshworks,Chennai,"java,python,spring,sql,api"
UG,AIDS,Engineering,Database Administrator,Low,Flipkart,Bangalore,"sql,plsql,performance tuning"
UG,AIDS,Engineering,Full Stack Developer,Low,Capgemini,Pune,"java,react,sql,api"
UG,AIDS,Engineering,Backend Developer,Low,HCL,Pune,"java,python,spring,sql,api"
UG,AIDS,Engineering,Data Engineer,Low,Infosys,Delhi,"python,sql,etl,cloud"
UG,AIDS,Engineering,ML Engineer,Low,Paytm,Hyderabad,"python,machine learning,deep learning"
UG,AIDS,Engineering,ML Engineer,Low,Accenture,Hyderabad,"python,machine learning,deep learning"
UG,AIDS,Engineering,Software Engineer,Low,Razorpay,Mumbai,"java,python,git,problem solving"
UG,AIDS,Engineering,Data Engineer,Low,PhonePe,Hyderabad,"python,sql,etl,cloud"
UG,AIDS,Engineering,Frontend Developer,Low,Zoho,Bangalore,"html,css,javascript,react"
UG,AIDS,Engineering,Backend Developer,Low,Accenture,Hyderabad,"java,python,spring,sql,api"
UG,AIDS,Engineering,Frontend Developer,Low,Google,Chennai,"html,css,javascript,react"
UG,AIDS,Engineering,Full Stack Developer,Low,Cognizant,Delhi,"java,react,sql,api"
UG,AIDS,Engineering,Frontend Developer,Low,Google,Pune,"html,css,javascript,react"
UG,AIDS,Engineering,Full Stack Developer,Low,TCS,Pune,"java,react,sql,api"
UG,AIDS,Engineering,Frontend Developer,Low,Nykaa,Pune,"html,css,javascript,react"
UG,AIDS,Engineering,Frontend Developer,Low,TCS,Hyderabad,"html,css,javascript,react"
UG,AIDS,Engineering,ML Engineer,Low,Zoho,Hyderabad,"python,machine learning,deep learning"
UG,AIDS,Engineering,Backend Developer,Low,Infosys,Pune,"java,python,spring,sql,api"
UG,AIDS,Engineering,Data Analyst,Low,TCS,Chennai,"python,sql,statistics,excel"
UG,AIDS,Engineering,Full Stack Developer,Low,Wipro,Delhi,"java,react,sql,api"
UG,AIDS,Engineering,Frontend Developer,Low,Zoho,Pune,"html,css,javascript,react"
UG,AIDS,Engineering,Full Stack Developer,Low,Zomato,Delhi,"java,react,sql,api"
UG,AIDS,Engineering,Data Analyst,Low,Swiggy,Delhi,"python,sql,statistics,excel"
UG,AIDS,Engineering,ML Engineer,Low,HCL,Pune,"python,machine learning,deep learning"
UG,AIDS,Engineering,Frontend Developer,Low,Wipro,Hyderabad,"html,css,javascript,react"
